title,release_date,price,item_id,developer,0
Blacksquad - EA FREE TIMED WEAPON PACKAGE 3,2017,0,654174,NS STUDIO,Action
Cathodemer,2017,19.99,697860,Joel Kivelä,Animation &amp; Modeling
Blacksquad - S15 FIRST RELEASE PACKAGE,2017,24.99,654175,NS STUDIO,Action
2D Neon Cube,2017,1.99,701720,Laush Dmitriy Sergeevich,Action
Grav Blazer Squared,2017,0.99,703530,Ripknot Systems,Action
SLI-FI: 2D Planet Platformer,2017,3.99,668230,etaxoft,Action
Bouncing Duck Simulator,2017,4.99,696560,Damien Sueur,Action
Bloons TD 5 - Mystical Apprentice Monkey Skin,2017,1.99,691500,Ninja Kiwi,Action
Train Simulator: Wutachtalbahn: Lauchringen – Immendingen Route Add-On,2017,19.99,562378,Dovetail Games,Simulation
CGWallpapers.com - 300 Wallpapers Pack,2017,9.99,692240,Flamy Frog Interactive,Design &amp; Illustration
Archaica: The Path of Light,2017,14.99,550590,Two Mammoths,Adventure
Project Highrise: Tokyo Towers,2017,1.99,636501,SomaSim,Simulation
Little Dog,2017,1.99,703040,Vyacheslav Shilikhin,Adventure
Pixel Gladiator,2017,4.99,542400,Durbek,Action
Laika 2.0,2017,9.99,675140,Studio Albatros,Action
HIVE: Altenum Wars,2017,5.99,468330,Catness Game Studios,Action
Kingdom: The Far Reaches,1995,9.99,700880,Interplay,Adventure
Kitten adventures in city park - Bonus Content,2017,4.99,710580,Lokator Studio,Adventure
Hyperun,2017,9.99,565390,Concrete Games,Indie
Res Judicata: Vale of Myth,2017,9.99,670970,Blue Booth Studios,RPG
Planet Bash,2017,4.99,700400,Killerkun,Action
KILL THE EMOJI 😱,2017,2.99,698720,DRUNKEN APES,Action
Startide,2017,9.99,598500,"Swimming Scorpions,MMEU",Action
Space Shock 3,2017,1.99,662560,BekkerDev Studio,Action
Automobile Tycoon,2017,11.99,656490,Silver Lemur Games,Indie
Brawl of Ages,2017,0,529840,"BNA Studios, LLC",Action
The Ultimatest Battle,2017,0,669580,Ediogames,Action
Crankies Workshop: Grizzbot Assembly,2017,0.99,705420,Crankies Smartworks,Action
Super Mr. Kake,2017,4.99,672050,Five entertainment,Action
Shopping Tycoon,2017,9.99,659130,DreamsSoftGames,Casual
DEFENDER OF EARTH VS THE ALIEN ARMADA,2017,6.99,677680,MONKEY WRENCH STUDIO INC.,Action
Trackless,2017,9.99,586660,12 East Games,Adventure
Dino Dini's Kick Off™ Revival - Steam Edition,2017,9.99,537740,Koo Games Ltd,Simulation
BlockGame,2017,3.99,688110,Tyler Pomplon,Casual
Hand of the Gods,2017,0,648430,Hi-Rez Studios,Free to Play
Wing Pro 6 Commercial Use Upgrade,2017,119.99,621320,Wingware,Utilities
Rocksmith® 2014 Edition – Remastered – 80s Mix Song Pack IV,2017,7.99,637735,Ubisoft - San Francisco,Casual
Rocksmith® 2014 Edition – Remastered – Ratt - “Lay It Down”,2017,2.99,637736,Ubisoft - San Francisco,Casual
Trivia Vault: Super Heroes Trivia 2,2017,0.99,705090,Ripknot Systems,Action
Wing Pro 6,2017,79.99,621300,Wingware,Utilities
NASCAR Heat 2 - September Jumbo Expansion,2017,9.99,703440,Monster Games,Racing
Nimble Fish,2017,0.99,704440,For Kids,Casual
Rocksmith® 2014 Edition – Remastered – Steve Winwood - “Higher Love”,2017,2.99,637737,Ubisoft - San Francisco,Casual
Rocksmith® 2014 Edition – Remastered – Huey Lewis &amp; The News - “Hip To Be Square”,2017,2.99,637738,Ubisoft - San Francisco,Casual
ZOMBIE CAR MASSACRE 💀,2017,0.99,703070,DRUNKEN APES,Action
XAOC 月圓奏鼓祭 Luna Fiesta - Original Soundtrack -,2017,3.99,702330,WindThunder Studio,Massively Multiplayer
XAOC 天燁緒極霸百寶箱,2017,79.99,695500,WindThunder Studio,Massively Multiplayer
The Art of XAOC,2017,2.99,704160,WindThunder Studio,Massively Multiplayer
XAOC 雷鈺密探百寶箱,2017,10.99,650260,WindThunder Studio,Massively Multiplayer
Steam Tactics,2017,9.99,708950,Igor Rashkuev,Indie
Garden Tale,2017,9.99,614530,Bonion Games,Indie
BrambleLash,2017,9.99,453220,Bytesprite,Action
Samurai Riot,2017,14.99,658790,Wako Factory,Action
Crankies Workshop: Bozzbot Assembly,2017,0.99,705400,Crankies Smartworks,Action
Samurai Riot - Soundtrack,2017,3.99,707160,Wako Factory,Action
Mr Rabbit's Jigsaw Puzzle,2017,1.99,685040,Alakhaine Specialist Consulting Limited,Casual
Epic Tavern,2017,24.99,517720,Hyperkinetic Studios,Adventure
Star Realms - Cosmic Gambit,2017,3.99,683990,White Wizard Games,Strategy
Astral Traveler,2017,4.99,618630,"Dragon Slumber,Brainoid",Action
Bitcoin Collector,2017,0.99,704190,Blender Games,Action
3030 Deathwar Redux,2017,14.99,464360,Bird in Sky,Action
Fantasy Grounds - U02: Murder in Stoneholme (PFRPG),2017,6.99,649700,"SmiteWorks USA, LLC",Indie
Guitar Hardness,2017,0.99,694470,Lonely Dev,Casual
Dead Reckoning: Brassfield Manor Collector's Edition,2017,12.99,695990,Eipix Entertainment,Adventure
Citadale: The Legends Trilogy,2017,9.99,670410,Ezekiel Rage,Action
Fall of Light,2017,14.99,633950,RuneHeads,Action
Juice Fresh,2017,0.99,697640,Candy Smith,Casual
Robots.io,2017,7.99,704070,Super Games Studio,Action
Invisigun Heroes - Soundtrack,2017,3.99,632190,Sombr Studio,Action
ERSATZ,2017,8.99,703720,Paris Stalker,Action
Functions - Ersatz Original Soundtrack,2017,3.99,704600,Paris Stalker,Action
PRO EVOLUTION SOCCER 2018,2017,59.99,592580,"Konami Digital Entertainment Co., Ltd.",Sports
Duped,2017,3.99,712760,Reuben Moorhouse,Action
BlazBlue Centralfiction - Additional Playable Character JUBEI,2017,7.99,708880,Arc System Works,Action
The Onion Knights - Definitive Edition,2017,9.99,601580,THEM corporation,Action
Labyrinthian,2017,0.99,699410,Benjamin Scott,Adventure
"Maggie's Movies - Camera, Action!",2017,12.99,691580,World-Loom,Adventure
Swim Out,2017,5.99,662200,Lozange Lab,Casual
Oriental Empires,2017,29.99,357310,Shining Pixel Studios,Indie
Puzzle Dating,2017,0.99,698830,M. Hanka,Casual
Mantis Burn Racing® - Battle Cars,2017,2.99,584192,VooFoo Studios,Casual
Durak!,2017,1.99,704480,Funghisoft,Casual
Rover Builder,2017,9.99,683770,Hatfuls Games,Indie
FSX: Steam Edition - FS2Crew Airbus Tools,2017,24.99,609821,FS2Crew,Simulation
FSX Steam Edition: Night Environment Benelux Add-On,2017,12.99,622357,Chris Bell - Creative Design Studios,Simulation
Dishonored®: Death of the Outsider™,2017,29.99,614570,Arkane Studios,Action
Super Perspective,2017,4.99,629420,The Dashing Crate,Indie
Nemo_D.O,2017,4.99,575060,GGHF,Casual
Super Perspective Soundtrack,2017,0,676860,The Dashing Crate,Indie
Daath Origins™,2017,9.99,655340,"BLACK LODGE GAMES, LLC",RPG
Jettomero OST,2017,9.99,682240,Ghost Time Games,Indie
Jettomero: Hero of the Universe,2017,12.99,676480,Ghost Time Games,Indie
Crankies Workshop: Zazzbot Assembly,2017,0.99,707380,Crankies Smartworks,Casual
Chopper: Attack helicopters,2017,0,703760,gtscom,Action
FARIA: Starfall,2017,9.99,696440,Lightspyre Tales,RPG
Wars Across the World: Finland 1918,2017,4.99,574961,Strategiae,Indie
ReThink | Evolved,2017,9.99,703500,Yaeko,Action
Wartile Original Soundtrack,2017,4.99,651530,Playwood Project,RPG
UnnyWorld - Founder's Pack,2017,9.99,713270,Unnyhog,Action
WRC 7 FIA World Rally Championship,2017,39.99,621830,Kylotonn Racing Games,Racing
DLC - WRC 7 Porsche Car,2017,4.99,627390,Kylotonn Racing Games,Racing
Galaxia Conquestum,2013,2.99,683840,Alien Octopus Studio,Casual
Seven boys 2,2017,3.99,671240,橙光游戏,Adventure
Attack Of Insects,2017,0.99,707400,BadWolf Games,Action
Battles of the Ancient World,2017,9.99,385940,HexWar Games,Strategy
Warbands: Bushido,2017,7.99,556820,Red Unit Studios,Indie
Mystic Miracles - Strategy card board game,2017,0,704060,LAN - GAMES EOOD,Casual
Curvy,2017,1.99,699360,LoopGames,Casual
Ophidian,2017,1.99,697710,ManBeardGames,Casual
Witches' Legacy: The Dark Throne Collector's Edition,2017,12.99,696000,Elefun,Adventure
A-10C: Tactical Training Qualification Campaign,2017,9.99,706180,Maple Flag,Simulation
ARENA an Age of Barbarians story,2017,9.99,570970,Crian Soft S.A.,Action
ePic Character Generator - Season #2: Female Adventurer #1,2017,6.99,488999,Overhead Games,Design &amp; Illustration
Achievement Hunter: Offensive,2017,0.99,696550,putilin_industries,Action
ePic Character Generator - Season #2: Female Barbarian,2017,6.99,715260,Overhead Games,Design &amp; Illustration
Age of Barbarians: the Heavy Metal song,2017,0.99,697350,Crian Soft S.A.,Action
Dice Tower Defense,2017,0.99,700660,Educational Games,Casual
Will Glow the Wisp,2017,7.99,640890,PartTimeIndie,Action
Corrupt,2017,1.99,711010,Light Media Games,Indie
DUNGEONS OF CHAOS,2017,8.99,613390,Volker Elzner,Adventure
Evening Surprise,2017,0,690930,"Aleksandr Soldatov,Leonid Kozhushko",Free to Play
DEVIL GUNS - DEMON BULLET HELL ARENA,2017,3.99,700780,DRUNKEN APES,Action
Scuttlers,2017,4.99,689040,Open Mid Interactive,Action
Evening Surprise - Extra Materials,2017,0.99,703170,"Aleksandr Soldatov,Leonid Kozhushko",Indie
HORDE ATTACK,2018,8.99,695810,Danil Kapylov,Action
Screamer 2,1996,9.99,698620,Graffiti,Racing
Mazeglaser,2017,2.99,667400,Peter Fuleki,Indie
TANE DLC: Orient Express Trainset,2017,17.99,715080,N3V Games,Simulation
Celtabula,2017,1.99,706200,Skip32,Casual
Eddy紫 ~Eddy Violet~,2017,2.99,662990,大谷 DGSpitzer,Action
Trivia Vault: Mini Mixed Trivia,2017,0.99,706320,Ripknot Systems,Action
STELLATUM,2017,6.99,691630,Alexander Byzov,Action
Hikaru's Cube,2017,4.99,713550,Studio Nightpager,Action
ONLY A,2017,1.99,698990,GE Games,Casual
Nine Worlds - A Viking saga,2017,4.99,700460,Aperico Software,Action
World of Castles,2017,29.99,619430,Hammer Games,Indie
Piatka Full,2017,2.99,697450,iwangr,Strategy
Above: The Fallen,2017,4.99,715490,Team Above,Adventure
Subterra,2017,4.99,521590,Warfare Studios,Action
Viewpoints - Platinum Edition,2017,69.99,717600,Striped Rocket,Casual
Double Memory,2017,0.99,676450,Tyler Stansfield Jaggers,Casual
EZ4u,2017,0.99,702550,Egor Domashenkin,Indie
YOU ARE KING,2017,18.99,697000,GHSSJ,Action
Eternal Lore,2017,9.99,601790,Hitbear Studio,Action
Trials of the Illuminati: Animated Sea Creatures Jigsaws,2017,3.99,709430,G. Malta,Casual
Voxel Interceptor,2017,4.99,681630,New Atlantis Games,Action
the Breath.,2017,1.99,699970,bu2 sutdio,Casual
LOGistICAL: USA - Oregon,2017,3.99,706370,Sacada,Casual
ATOMEGA,2017,9.99,619880,"Reflections, a Ubisoft Studio",Action
MagiCat Original Soundtrack,2018,1.99,658900,Kucing Rembes,Action
Tap Heroes - Original Soundtrack,2017,0.99,715970,VaragtP,Action
Skyforge - Revenant Quickplay Pack,2017,14.99,695670,Allods Team,Free to Play
Ratty Catty,2017,14.99,610380,Kerim Kumbasar,Action
Skyforge - Revenant Collector's Edition,2017,34.99,695671,Allods Team,Free to Play
ECHO,2017,24.99,551770,ULTRA ULTRA,Action
Undercity,2017,9.99,694140,Glass Isle Entertainment,Action
Zup! 6,2017,0.99,566160,Quiet River,Casual
FEMINAZI: 3000,2017,0.99,705070,Paradox Terminal,Casual
Crazy Scientist,2017,1.99,709780,Vyacheslav Shilikhin,Adventure
Little People,2017,0.99,708480,Daniil Hasanov,Action
American Patriots: Boston Tea Party,2017,0.99,705750,Cult Software,Strategy
Dark Parables: Goldilocks and the Fallen Star Collector's Edition,2017,12.99,711890,Eipix Entertainment,Adventure
Assetto Corsa - Ferrari 70th Anniversary Pack,2017,7.99,675590,Kunos Simulazioni,Indie
When It Hits the Fan,2017,9.99,522900,Heartfelt Games LLC,Action
The God Paradox,2017,4.99,636330,"Tristan Begin,Caleb Klomparens",Action
Marvel vs. Capcom: Infinite,2017,59.99,493840,Capcom,Action
Company of Heroes 2 - Whale and Dolphin Conservation Charity Pattern Pack,2017,14.99,691110,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy
Fight'N Rage,2017,19.99,674520,sebagamesdev,Action
Mahjong Match,2017,2.99,709610,Boogygames Studios,Adventure
When It Hits the Fan - Original Soundtrack,2017,4.99,700300,Heartfelt Games LLC,Action
Fluffy Friends,2017,1.99,708300,For Kids,Casual
Weapon and Armor: Mahjong,2017,1.99,709940,Boogygames Studios,Adventure
The Caribbean Sail,2017,4.99,657690,Victorian Clambake,Action
Ashworld,2017,13.99,580320,Orangepixel,Action
AstroShift Soundtrack,2017,2.99,713960,studio WHITEROCK,Action
Doodle God Blitz - Greatest Inventions DLC,2017,2.99,707740,JoyBits Ltd.,Casual
Otto the Odd Ostrich,2017,2.99,670210,Team Poodle,Casual
Space Commander 9,2017,6.99,693020,Alyssium,Action
Chess,2011,4.99,707140,baKno Games,Casual
Grave Chase,2017,5.99,611630,Skeleton Crew Studios,Action
Monsters and Medicine,2014,9.99,464740,Clockwork Acorn,Casual
Fantasy Grounds - Mini-Dungeon #024: The Lapis Maiden of Serena Hortum (5E),2017,2.99,614330,"SmiteWorks USA, LLC",Indie
Super Fancy Pants Adventure,2017,9.99,668210,Borne Games,Action
Fantasy Grounds - Mini-Dungeon #025: The Phase Spider Lair (5E),2017,2.99,614340,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Mini-Dungeon #027: Kaltenheim (5E),2017,2.99,614370,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Mini-Dungeon #028: Throne of the Dwellers in Dreams (5E),2017,2.99,614410,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Mini-Dungeon #029: Heart of the Sacred Dawn (5E),2017,2.99,614420,"SmiteWorks USA, LLC",Indie
Arrow Heads,2017,14.99,580890,OddBird,Action
Battle of Frigates,2017,1.99,711320,"Dmitriy Uvarov,Vyacheslav Shilikhin",Action
Card City Nights 2 - Soundtrack,2017,3.99,719710,Ludosity,Adventure
Mystery Loss,2017,7.99,689740,InterSol OOO,Casual
Another Lost Phone - Official Soundtrack,2017,2.99,717630,Accidental Queens,Casual
Half-Life: C.A.G.E.D. - Executive Plunger,2017,2.99,699350,"Future Games Select,Cayle George",Action
Otherworld: Shades of Fall Collector's Edition,2017,12.99,696010,Boomzap Entertainment,Adventure
Auto Age: Standoff,2017,9.99,458680,Phantom Compass,Action
Little Adventurer II,2017,0.99,708630,HuBiao,Adventure
Steel Division: Normandy 44 - Deluxe Edition Upgrade Pack,2017,20.0,718600,Eugen Systems,Action
Steampunk Syndicate 2,2017,1.99,684420,Stereo7 Games,Action
Heat Signature,2017,14.99,268130,Suspicious Developments,Action
Legions of Tyrandel,2016,14.99,537020,Sleepy Spider Studios,Strategy
Figment,2017,19.99,493540,Bedtime Digital Games,Action
Caveman Warriors - Artbook,2017,3.99,711490,JanduSoft S.L.,Action
Caveman Warriors,2017,14.99,603420,JanduSoft S.L.,Action
Caveman Warriors - Soundtrack,2017,4.99,634040,JanduSoft S.L.,Action
The LEGO® NINJAGO® Movie Video Game,2017,39.99,640590,"Traveller's Tales,TT Games",Action
Trinity Dungeon,2017,7.99,689460,Jonathan Grey,Adventure
AddForce,2017,0.99,681950,Attila Vitez,Action
Destination Ares,2017,19.99,553470,Patrick Scott,Adventure
Enlysia,2017,4.99,665670,Teveru,Action
Iggy's Zombie A-Pug-Alypse,2017,3.99,671560,16 Swans,Action
Wildilfe Park 3 - Alaska,2017,8.99,602460,b-alive gmbh,Casual
Business-hooiznes - Wallpapers,2017,0.99,720340,"Nikita ""Ghost_RUS"",Underanger TheGachiWarrior",Casual
The King's Heroes,2017,9.99,461350,Aldorlea Games,Adventure
Marblesared,2017,2.99,697680,PCAndVR,Casual
Fantasy Grounds - Pathfinder RPG - Mummy's Mask AP 2: Empty Graves (PFRPG),2017,22.99,704130,"SmiteWorks USA, LLC",Indie
Waste Cleaner,2017,5.99,705260,Logic Droid,Indie
Touch My Spinner,2017,0.99,702220,mibix,Indie
Escape Fantasy,2017,1.99,697730,Marcelo Villarreal,Action
Rebons,2017,3.99,708940,Star Legion,Action
Trials of The Illuminati: Animated Christmas Time Jigsaws,2017,3.99,709770,G. Malta,Casual
Sky Jump,2017,0.99,710780,Easy game,Action
Spirits of Mystery: The Dark Minotaur Collector's Edition,2017,12.99,709340,ERS G Studios,Adventure
Jam Studio VR - Beamz Original Classical Bundle,2017,4.99,714720,"Beamz Interactive, Inc.",Casual
Pro Motion NG,2017,39.99,671190,Cosmigo Software Development,Animation &amp; Modeling
Jam Studio VR - Beamz Original HipHop/RnB/Reggae Bundle,2017,5.99,717160,"Beamz Interactive, Inc.",Casual
Jam Studio VR - Beamz Original Latin/Jazz/Blues Bundle,2017,9.99,717180,"Beamz Interactive, Inc.",Casual
Jam Studio VR - Professional Therapy Guide,2017,49.99,714810,"Beamz Interactive, Inc.",Casual
Jam Studio VR - Beamz Original Rock/Country Bundle,2017,7.99,717210,"Beamz Interactive, Inc.",Casual
Bronze Age - HD Edition,2013,2.99,686900,Clarus Victoria,Casual
Hyper Knights - Sabotage,2017,0.99,703770,Endless Loop Studios,Action
Beetlejuice: Bad as Can,2017,9.99,692630,TAS Systems,Action
Box Maze 2 : Agent Cubert,2017,0.99,682630,GamersHype Productions,Action
Fantasy Grounds - Mini-Dungeon #030: The Burning Tree of Coilltean Grove (5E),2017,2.99,614780,"SmiteWorks USA, LLC",Indie
DwarfCorp,2017,19.99,252390,Completely Fair Games LLC,Indie
Box Maze 2 - Family Skins Pack,2017,0.99,711580,GamersHype Productions,Action
Tough Story: Big Hell,2017,1.99,685800,Outlaw,Action
Pathfinder Adventures: The Official Soundtrack,2017,1.99,707090,Obsidian Entertainment,RPG
Pathfinder Adventures - A Fighter's Tale: Valeros,2017,4.99,707240,Obsidian Entertainment,RPG
Blocksworld,2017,0,642390,"Linden Research, Inc.",Casual
TriElement,2017,2.99,708140,Infinity Arc Studios,Action
Jam Studio VR - David Ellefson Metal Factory,2017,7.99,721750,"Beamz Interactive, Inc.",Casual
"Super Army of Tentacles 3, Charity Outfit Pack: Old Gods for the Children",2017,0.99,694800,Stegalosaurus Game Development,Adventure
Doodle Jamboree,2017,1.99,687360,Mike Laraman,Indie
Road Dogs,2017,0,622470,Teletower Studios,Action
Hidden Object - Food,2017,1.99,713590,Boogygames Studios,Adventure
Hardcore Survival,2017,2.99,709250,Dexion Games,Action
StepX,2017,0.99,711210,LillyWelland inc.,Casual
BLUE REFLECTION / BLUE REFLECTION　幻に舞う少女の剣,2017,59.99,658260,"KOEI TECMO GAMES CO., LTD.",RPG
Pinball FX3 - Portal ® Pinball,2017,2.99,657430,Zen Studios,Simulation
Pinball FX3 - The Walking Dead Pinball,2017,2.99,657431,Zen Studios,Simulation
Pinball FX3 - Universal Classics™ Pinball,2017,9.99,715110,Zen Studios,Simulation
Pinball FX3 - Star Wars™ Pinball:  Unsung Heroes,2017,6.99,718800,Zen Studios,Simulation
RUINER Official Soundtrack,2017,6.99,721620,Reikon Games,Action
Ninja Shodown,2017,14.99,598840,Bitmap Bureau,Action
RUINER,2017,19.99,464060,Reikon Games,Action
Color Sudoku,2006,4.99,711190,baKno Games,Casual
EVE: Valkyrie – Warzone x24 Gold Capsule,2017,19.99,708523,CCP,Action
Flippt,2017,2.99,716370,"Luetso, LLC",Indie
Age of Fear 3: The Elementalist Expansion,2017,4.99,688460,Leslaw Sliwko,Indie
Jam Studio VR - Groove On This! - Euge Groove,2017,9.99,723260,"Beamz Interactive, Inc.",Casual
Wanderer of Teandria,2017,4.99,477910,Silentplaygames,Action
Duel of Summoners: The Mabinogi Trading Card Game,2017,0,688430,NEXON Korea Corp.,Adventure
Duel of Summoners - Starter Pack,2017,9.99,688860,NEXON Korea Corp.,Adventure
Duel of Summoners - Advanced Starter Pack,2017,24.99,688970,NEXON Korea Corp.,Adventure
Duel of Summoners - Collectors Pack,2017,49.99,688980,NEXON Korea Corp.,Adventure
Emberdoom,2017,9.99,476670,"Loud King Studios, LLC",Action
NAVYFIELD,2006,0,675560,SDEnterNET,Free to Play
MEMETYPER,2017,0.99,699940,Yury Chadaev,Casual
Ticket to Ride: First Journey,2017,4.99,600430,Payoff Technologies,Casual
Rescue Team 4,2014,3.99,715090,Rionix,Adventure
Mitosis,2017,4.99,574230,5d Games GmbH,Casual
The Painscreek Killings,2017,19.99,624270,EQ Studios,Adventure
Killer Instinct,2017,39.99,577940,Iron Galaxy,Action
The Walking Vegetables,2017,9.99,704840,Still Running,Action
Over The Moonlight,2017,0,692270,IronEqual,Adventure
Dark Realm: Princess of Ice Collector's Edition,2017,12.99,709350,Mad Head Games,Adventure
Stable Orbit,2017,14.99,481190,Codalyn,Simulation
Eveslan,2017,4.99,711630,Khan,Casual
Wishmere Original Soundtrack,2017,5.99,723040,Crayder Studios,Action
Killer Instinct - The Complete Soundtrack,2017,6.99,720530,Iron Galaxy,Action
RollerCoaster Tycoon® Classic,2017,19.99,683900,Origin8 Technologies Ltd.,Simulation
Tracks - The Train Set Game,2017,9.99,657240,Whoop Group,Indie
Eventide 3: Legacy of Legends,2017,9.99,677020,The House of Fables,Adventure
"Highlands, Deep Waters",2017,4.99,721760,Hosted Games,Adventure
Vaporum,2017,19.99,629690,"Fatbot Games, s. r. o.",Action
Airport CEO,2017,15.99,673610,Apoapsis Studios,Indie
Stick Fight: The Game,2017,4.99,674940,Landfall West,Action
Space Wrangler,2017,5.99,697490,Bad Panda Games,Adventure
Stick Fight: The Game OST,2017,2.99,726050,Karl Flodin,Action
Pale Spectrum - The Soundtrack of Gray Magic,2017,4.99,723170,Ithaqua Labs,Adventure
The Cleansing - Versus,2017,0,625580,Grindstone Interactive,Action
Romance with Chocolate - Hidden Object in Paris,2017,2.99,688570,Crisp App Studio,Adventure
Marvelous Designer 7 For Steam,2017,320.0,707410,CLO Virtual Fashion,Animation &amp; Modeling
Hidden Object - Tools,2017,1.99,714570,Boogygames Studios,Adventure
The Armament Project,2017,6.99,708830,DysTop,Action
Choice of the Cat,2017,9.99,715440,Choice of Games,Adventure
The Last Monster Master,2017,6.99,722600,Choice of Games,Adventure
GOKEN,2017,19.99,671260,GIANTY Inc.,Action
Cult: Fear Inside,2017,1.99,622610,Sombrero Way Studio,Action
President Evil,2017,1.99,713080,Scrap Games,Adventure
Adventures of Heroes,2017,2.99,713520,Sergej110,Action
Astroe,2017,2.99,705800,Superstruct,Action
Carpe Diem: Reboot,2017,4.99,686760,Eyzi,Casual
Trials of the Illuminati: Amazing Wildlife Jigsaws,2017,1.99,713780,G. Malta,Casual
Symploké: La Leyenda de Gustavo Bueno (Capítulo 1),2017,0,678090,Videojuegos Fermín,Adventure
Lost in the Forest,2017,0.99,715060,Mihai Morosanu,Action
Soundpad,2016,4.99,629520,Leppsoft,Audio Production
Armored Kitten,2017,2.99,713530,Ducat,Action
ionAXXIA,2017,4.99,681900,Software Geezers,Action
Bubble Rush,2017,7.99,717910,Bernard Bell,Action
Asteroid Hunter,2017,1.99,685700,SmileBag Productions,Action
Spartan,2017,10.99,685050,Sinister Cyclops Game Studio,Action
ProtoMasons,2017,14.99,346760,ProtoMasons.com,Casual
Secrets of Arcadia,2017,4.99,681190,Team OctoPoodle,Action
No Heroes Here,2017,14.99,696140,Mad Mimic,Action
The Mines of Morseph,2017,5.99,691850,Nuts and Volts Electronics,Action
Road Redemption - Early Prototype,2017,4.99,727050,"Pixel Dash Studios, EQ",Action
Captivus,2017,0,686940,Christopher Howard,Casual
Grape Jelly,2017,0.99,716940,Primitive Studio,Indie
EVE Online: 1 Month Omega Time,2017,14.99,695740,CCP,Action
Captivus - Founder's Edition,2017,4.99,709500,Christopher Howard,Casual
EVE Online: 3 Months Omega Time,2017,38.85,695741,CCP,Action
EVE Online: 6 Months Omega Time,2017,71.7,695742,CCP,Action
Domino Dungeon,2017,3.99,718140,Russpuppy,Action
Solar Lander,2017,4.99,724170,TChapman500,Casual
Huge Bang Bang,2017,12.99,619670,Palomino Studio,Action
Reality Incognita,2018,2.99,604550,Dire Boar Games,Adventure
Tales of Inca - Lost Land,2017,9.99,717320,magnussoft,Casual
Rocksmith® 2014 Edition – Remastered – Four Tops Song Pack,2017,9.99,637748,Ubisoft - San Francisco,Casual
Rocksmith® 2014 Edition – Remastered – Four Tops - “I Can’t Help Myself (Sugar Pie Honey Bunch)”,2017,2.99,637749,Ubisoft - San Francisco,Casual
Rocksmith® 2014 Edition – Remastered – Four Tops - “Bernadette”,2017,2.99,637750,Ubisoft - San Francisco,Casual
Battle Chasers: Nightwar Digital Extras,2017,6.99,712630,Airship Syndicate,Indie
Rocksmith® 2014 Edition – Remastered – Four Tops - “It’s the Same Old Song”,2017,2.99,637752,Ubisoft - San Francisco,Casual
JYDGE,2017,14.99,654050,10tons Ltd,Action
Rocksmith® 2014 Edition – Remastered – Four Tops - “Reach Out I'll Be There”,2017,2.99,637751,Ubisoft - San Francisco,Casual
Apez,2017,9.99,683210,A and F studios,Action
How to Fool a Liar King,2017,14.99,635790,"Chu-3,Bakufu Narayama",Adventure
60 Second Strike,2017,9.99,696540,Amplecti Chao,Action
After Death,2017,13.99,713160,After Death Team,Action
The Red Front,2017,5.99,709790,10ft Games,Action
Dawn of a Soul,2017,7.99,701910,Waldemar Umaniz,Casual
Gravity Ball,2017,0.99,716870,RewindApp,Indie
FSX Steam Edition: Night Environment Denmark Add-On,2017,10.99,622358,Chris Bell - Creative Design Studios,Simulation
Hopscotch,2017,2.99,710310,Dextrit,Casual
Owl's Midnight Journey,2017,2.99,710940,Dextrit,Casual
Lantern of Worlds,2017,2.99,712070,Fasold Games,Adventure
Awesomenauts - Soulhuntress Raelynn Skin,2017,5.99,605940,Ronimo Games,Action
Abstractanoid,2017,1.99,714640,katanadeath,Action
Infinite Gateway,2017,1.99,713800,"Half-Face Production,Nova Dimension",Action
Fantasy Grounds - A07: Alchemist's Errand (5E),2017,6.99,718520,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Midgard Heroes (5E),2017,14.99,727870,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Village Backdrop: Hard Bay (5E),2017,2.99,706700,"SmiteWorks USA, LLC",Indie
Forgotten Lore,2017,0,391240,Coty Getzelman,Casual
SORE,2016,0,690060,Bazitov Mikhail,Free to Play
Mafia is Alive,2017,2.99,702180,ZO Studio Games,Casual
Qbike: Crypto Motorcycles,2017,5.99,713610,GexagonVR,Adventure
Unearthing Process,2017,1.99,654700,"Alexandru C.,Vector 7",Action
Pro Gamer Manager 2,2017,19.99,656530,Millenway,Indie
Arms Race - TCWE,2017,14.99,583590,Alina Digital,Strategy
A Hat in Time,2017,29.99,253230,Gears for Breakfast,Adventure
RUNRUNRUN,2017,4.99,712210,Zoglu,Action
X-Plane 11 - Add-on: Aerosoft - Airport Stuttgart,2017,24.99,675350,"German Airports Team,Omar Masroor,Caipirinha Games",Simulation
CyberLink PhotoDirector 9 Ultra,2017,99.99,679550,CyberLink,Photo Editing
Vampires!,2017,1.99,713050,For Kids,Casual
Mushroom Wars 2,2017,14.99,457730,Zillion Whales,Action
Jam Studio VR - Disney Camp Rock Bundle,2017,7.99,729250,"Beamz Interactive, Inc.",Casual
Jam Studio VR - Disney Stars Bundle,2017,5.99,729260,"Beamz Interactive, Inc.",Casual
Franchise Hockey Manager 4,2017,39.99,595420,Out of the Park Developments,Indie
Empire Architect,2017,14.99,593490,Batholith Entertainment,Casual
